,Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,rv1,rv2
2016-05-28 20:10:00,44.221855,6.651721,21.597614,48.543716,21.5746,47.033348,21.595407,48.43792,19.250874,52.517532,18.746866,55.180946,13.909481,99.86282,18.003883,49.185974,19.928778,58.228268,17.539194,55.015877,13.556356,757.38153,91.65291,7.4829893,43.459484,12.231292,23.21931,23.265232
2016-05-28 20:20:00,44.238125,6.6468353,21.595718,48.534237,21.571215,47.026394,21.593752,48.42969,19.248049,52.507187,18.744976,55.164562,13.9027,99.85173,18.002386,49.172424,19.926918,58.21266,17.537943,55.00414,13.549752,757.3749,91.63948,7.488627,43.460808,12.222335,23.219227,23.265118
2016-05-28 20:30:00,44.253933,6.6419954,21.593863,48.524918,21.567888,47.019573,21.59215,48.421574,19.24531,52.49696,18.743141,55.148502,13.896038,99.8404,18.000948,49.15905,19.925133,58.197296,17.53675,54.99256,13.543253,757.3682,91.62622,7.494106,43.462048,12.213522,23.21916,23.265017
2016-05-28 20:40:00,44.269352,6.637203,21.592047,48.51577,21.564623,47.012882,21.590591,48.41357,19.242651,52.486855,18.741356,55.132748,13.88949,99.82885,17.999569,49.145855,19.92342,58.18218,17.535612,54.981133,13.53687,757.36163,91.613144,7.4994307,43.463207,12.204852,23.219105,23.264929
2016-05-28 20:50:00,44.284348,6.632466,21.590275,48.506775,21.56142,47.006313,21.589083,48.405678,19.240074,52.476864,18.739622,55.117313,13.883058,99.81713,17.998245,49.132847,19.921778,58.167294,17.534523,54.969868,13.530596,757.35504,91.60024,7.5046062,43.46429,12.196324,23.21906,23.264854
2016-05-28 21:00:00,44.299007,6.627776,21.588541,48.497944,21.558275,46.999874,21.587618,48.397896,19.237572,52.467,18.737936,55.102177,13.8767395,99.80526,17.996975,49.12002,19.920198,58.15266,17.533485,54.95876,13.524428,757.34845,91.58752,7.509636,43.46529,12.187933,23.21903,23.264793
2016-05-28 21:10:00,44.31327,6.6231403,21.586845,48.48927,21.555187,46.993557,21.586199,48.390224,19.235146,52.457253,18.736298,55.08734,13.870531,99.79323,17.995756,49.10738,19.918686,58.138256,17.532495,54.947815,13.518373,757.342,91.57497,7.514528,43.46622,12.179682,23.219011,23.264744
2016-05-28 21:20:00,44.32716,6.6185584,21.585186,48.480743,21.552156,46.98736,21.58482,48.382668,19.232788,52.44763,18.734705,55.072792,13.86443,99.78109,17.994587,49.094925,19.917234,58.1241,17.53155,54.937016,13.51242,757.3355,91.56259,7.5192823,43.467075,12.17157,23.219004,23.264704
2016-05-28 21:30:00,44.340702,6.6140323,21.583565,48.472374,21.549185,46.981285,21.58348,48.37522,19.230501,52.43814,18.733156,55.05854,13.858443,99.76886,17.993462,49.08265,19.91584,58.11018,17.530645,54.926395,13.5065775,757.3291,91.55041,7.523907,43.46787,12.163592,23.219004,23.264673
2016-05-28 21:40:00,44.353848,6.6095605,21.58198,48.464153,21.546268,46.97532,21.582182,48.36789,19.228281,52.428776,18.731647,55.04457,13.852561,99.75655,17.992384,49.070568,19.914503,58.096493,17.529781,54.915928,13.500834,757.3227,91.5384,7.528405,43.4686,12.155749,23.219015,23.264656
2016-05-28 21:50:00,44.366726,6.6051445,21.580427,48.456085,21.543406,46.96948,21.58092,48.36067,19.226128,52.419544,18.730183,55.03088,13.846782,99.74419,17.991346,49.05867,19.913218,58.08304,17.528957,54.905624,13.495192,757.3163,91.52658,7.532779,43.469276,12.1480465,23.219034,23.264645
2016-05-28 22:00:00,44.379272,6.6007886,21.578913,48.448166,21.540598,46.96375,21.579695,48.35356,19.224033,52.410435,18.728758,55.017467,13.84111,99.7318,17.990353,49.04695,19.911985,58.069817,17.52817,54.895473,13.489653,757.31006,91.51494,7.537033,43.469887,12.14047,23.219063,23.264643
2016-05-28 22:10:00,44.391426,6.596492,21.577433,48.440388,21.537844,46.95813,21.578505,48.346565,19.222002,52.40146,18.72737,55.00433,13.835537,99.71937,17.989397,49.03542,19.910803,58.056824,17.527418,54.885487,13.484214,757.30383,91.50347,7.541173,43.470444,12.133027,23.219097,23.264648
2016-05-28 22:20:00,44.403328,6.5922537,21.575983,48.432755,21.535145,46.95262,21.57735,48.339676,19.220028,52.392605,18.72602,54.991447,13.830069,99.70691,17.98848,49.02407,19.909666,58.044056,17.526701,54.875652,13.478871,757.2976,91.492195,7.5452003,43.47095,12.125716,23.21914,23.264662
2016-05-28 22:30:00,44.41491,6.5880733,21.574566,48.42526,21.532495,46.94722,21.576227,48.332905,19.218111,52.383877,18.724707,54.978825,13.8247,99.69446,17.987598,49.012894,19.908575,58.031513,17.526018,54.865974,13.473628,757.29156,91.48109,7.54912,43.47141,12.118534,23.219187,23.264683
2016-05-28 22:40:00,44.42619,6.583952,21.573183,48.417908,21.529896,46.94192,21.575136,48.326237,19.216248,52.375294,18.72343,54.96646,13.8194275,99.68204,17.986752,49.001907,19.90753,58.019188,17.525364,54.856453,13.468478,757.28546,91.47017,7.552934,43.471817,12.111474,23.219244,23.264711
2016-05-28 22:50:00,44.43715,6.5798903,21.571829,48.410686,21.527346,46.93673,21.574078,48.31968,19.214437,52.36683,18.722185,54.954346,13.814256,99.66965,17.985937,48.991096,19.906523,58.007088,17.524738,54.84709,13.463423,757.2795,91.45943,7.5566463,43.47218,12.104537,23.219305,23.264744
2016-05-28 23:00:00,44.44788,6.575888,21.570505,48.403606,21.524847,46.931637,21.573048,48.31323,19.212679,52.358494,18.720976,54.94248,13.809173,99.65726,17.985155,48.980465,19.905558,57.9952,17.524143,54.837883,13.458459,757.2735,91.44885,7.560261,43.472492,12.09773,23.21937,23.264784
2016-05-28 23:10:00,44.458363,6.5719476,21.569208,48.39666,21.522398,46.926647,21.57205,48.30689,19.21097,52.350296,18.719797,54.930855,13.804187,99.64495,17.984402,48.970005,19.90463,57.983524,17.523573,54.828827,13.453588,757.2677,91.43845,7.56378,43.47277,12.091043,23.219442,23.264828
2016-05-28 23:20:00,44.468582,6.568067,21.567944,48.38984,21.519995,46.921753,21.571075,48.30065,19.209309,52.342205,18.71865,54.91946,13.7992935,99.63269,17.98368,48.959724,19.903738,57.97206,17.52303,54.819923,13.448807,757.26184,91.42824,7.567206,43.473015,12.0844755,23.219519,23.264877
2016-05-28 23:30:00,44.478504,6.5642433,21.566708,48.383152,21.51764,46.916958,21.570131,48.29452,19.207693,52.334255,18.717533,54.9083,13.79449,99.6205,17.982985,48.94961,19.902882,57.960808,17.522509,54.81117,13.444111,757.2561,91.41819,7.5705423,43.47322,12.078029,23.219599,23.26493
2016-05-28 23:40:00,44.488186,6.560479,21.565496,48.376587,21.51533,46.912254,21.569212,48.288494,19.206125,52.32643,18.716444,54.897373,13.789777,99.60837,17.982317,48.93968,19.90206,57.94976,17.522013,54.802555,13.439505,757.2504,91.40832,7.5737906,43.4734,12.0717,23.219683,23.26499
2016-05-28 23:50:00,44.497643,6.5567775,21.564314,48.37014,21.513065,46.907646,21.56832,48.28257,19.204597,52.318733,18.715385,54.88666,13.785154,99.596306,17.981672,48.92991,19.90127,57.938915,17.52154,54.794098,13.434987,757.2449,91.39861,7.576954,43.473545,12.065483,23.21977,23.26505
2016-05-29 00:00:00,44.506824,6.553131,21.563156,48.363827,21.510843,46.90313,21.567451,48.27675,19.203114,52.311157,18.714354,54.87617,13.780617,99.584335,17.981056,48.920307,19.90051,57.928265,17.521086,54.785793,13.43055,757.2394,91.38908,7.5800357,43.47365,12.059379,23.21986,23.265118
2016-05-29 00:10:00,44.515785,6.549544,21.562025,48.35763,21.508669,46.898705,21.566605,48.271027,19.20167,52.30371,18.713348,54.865894,13.776162,99.57248,17.98046,48.910877,19.89978,57.917816,17.520655,54.77762,13.426199,757.2339,91.37971,7.5830364,43.473732,12.0533905,23.219955,23.265186
2016-05-29 00:20:00,44.524548,6.546016,21.560919,48.35156,21.506535,46.894363,21.565783,48.265408,19.200266,52.296383,18.71237,54.85583,13.771792,99.5607,17.979889,48.901608,19.89908,57.907562,17.52024,54.769596,13.421927,757.2286,91.3705,7.5859604,43.473785,12.047513,23.22005,23.265259
2016-05-29 00:30:00,44.533092,6.5425487,21.559834,48.345596,21.504446,46.890114,21.564983,48.25989,19.198902,52.289177,18.711416,54.845974,13.767506,99.54903,17.979336,48.8925,19.898405,57.897495,17.519848,54.76171,13.417737,757.2232,91.36146,7.588811,43.47382,12.041743,23.22015,23.265335
2016-05-29 00:40:00,44.54145,6.5391297,21.558777,48.33975,21.502396,46.885944,21.564207,48.254463,19.197575,52.28209,18.710485,54.83632,13.7633,99.53745,17.978807,48.883553,19.897758,57.88762,17.51947,54.753963,13.413625,757.21796,91.35257,7.591587,43.473824,12.036081,23.220251,23.265411
2016-05-29 00:50:00,44.54962,6.535775,21.557743,48.334015,21.500387,46.88186,21.56345,48.24914,19.196281,52.275124,18.709581,54.826866,13.759176,99.526,17.978298,48.87477,19.897137,57.87793,17.519112,54.746353,13.409594,757.2128,91.34385,7.5942926,43.47381,12.030525,23.220354,23.265491
2016-05-29 01:00:00,44.557518,6.532476,21.556732,48.3284,21.498419,46.87786,21.562714,48.243908,19.195024,52.268272,18.708698,54.817608,13.755131,99.51466,17.977808,48.86614,19.896538,57.86842,17.51877,54.738888,13.40564,757.2077,91.33527,7.5969296,43.47377,12.025072,23.220459,23.265574
2016-05-29 01:10:00,44.565254,6.529232,21.555744,48.322887,21.49649,46.87394,21.561998,48.238773,19.193802,52.261543,18.70784,54.808537,13.751163,99.50344,17.977335,48.857666,19.895962,57.8591,17.518442,54.73155,13.401757,757.2027,91.32686,7.5995007,43.47371,12.019724,23.220566,23.265657
2016-05-29 01:20:00,44.57277,6.5260434,21.554777,48.317482,21.4946,46.870094,21.561302,48.233727,19.192614,52.25493,18.707,54.799656,13.747269,99.49233,17.976881,48.849342,19.895409,57.84995,17.51813,54.72435,13.39795,757.1977,91.318596,7.6020055,43.47363,12.014473,23.220673,23.265745
2016-05-29 01:30:00,44.58011,6.522907,21.55383,48.31218,21.492746,46.86633,21.560623,48.22877,19.191456,52.248432,18.706184,54.79095,13.743452,99.48137,17.976444,48.841167,19.894876,57.840965,17.517832,54.717278,13.394217,757.1929,91.31048,7.6044474,43.473537,12.009325,23.220781,23.265831
2016-05-29 01:40:00,44.587353,6.5198317,21.552902,48.306984,21.49093,46.86264,21.559963,48.22391,19.190327,52.242043,18.705389,54.782433,13.73971,99.47048,17.976023,48.833145,19.894365,57.832165,17.517546,54.71033,13.390557,757.18805,91.30253,7.6068287,43.473427,12.00427,23.220892,23.265919
2016-05-29 01:50:00,44.59433,6.5168047,21.551998,48.30189,21.489153,46.859024,21.55932,48.21914,19.18923,52.235767,18.704613,54.77409,13.736036,99.45977,17.975616,48.825268,19.893871,57.823532,17.517275,54.70351,13.386965,757.1833,91.29471,7.6091495,43.473297,11.999317,23.221003,23.26601
2016-05-29 02:00:00,44.60116,6.513828,21.551115,48.296894,21.48741,46.85548,21.558695,48.21445,19.18816,52.22961,18.703857,54.76592,13.732437,99.449165,17.975225,48.81754,19.893398,57.815056,17.517014,54.696815,13.383445,757.1786,91.28703,7.6114135,43.473156,11.994456,23.221113,23.2661
2016-05-29 02:10:00,44.607857,6.510908,21.550247,48.292,21.4857,46.852013,21.558086,48.20985,19.18712,52.22355,18.70312,54.757915,13.728906,99.43869,17.97485,48.80995,19.892942,57.806755,17.516768,54.69025,13.379992,757.174,91.2795,7.61362,43.473007,11.989688,23.221226,23.266191
2016-05-29 02:20:00,44.614346,6.5080404,21.549404,48.287205,21.484026,46.848614,21.557493,48.205338,19.186108,52.2176,18.7024,54.75008,13.725443,99.428345,17.97449,48.802498,19.892506,57.798607,17.516531,54.683796,13.376607,757.1695,91.27212,7.6157727,43.472836,11.985011,23.221336,23.266283
2016-05-29 02:30:00,44.620735,6.505223,21.548574,48.282494,21.482388,46.84528,21.556915,48.200912,19.185122,52.211758,18.701698,54.742405,13.722049,99.41813,17.97414,48.79519,19.892084,57.790615,17.516306,54.677467,13.373284,757.16504,91.264854,7.6178694,43.472652,11.980428,23.22145,23.266376
2016-05-29 02:40:00,44.626957,6.5024557,21.547766,48.27789,21.480782,46.842014,21.556353,48.196556,19.184162,52.206028,18.701015,54.73489,13.718721,99.40806,17.973803,48.788013,19.89168,57.78278,17.51609,54.671265,13.370033,757.1607,91.257744,7.6199164,43.472466,11.975927,23.221563,23.26647
2016-05-29 02:50:00,44.63299,6.4997387,21.546974,48.273365,21.479208,46.838814,21.555805,48.19229,19.183228,52.200397,18.700348,54.727535,13.715458,99.39813,17.973478,48.780975,19.891289,57.775105,17.515884,54.66517,13.3668375,757.1564,91.250755,7.6219125,43.472267,11.971518,23.221676,23.266563
2016-05-29 03:00:00,44.638912,6.4970684,21.5462,48.268936,21.477667,46.835686,21.555273,48.188107,19.182318,52.19487,18.6997,54.72033,13.712259,99.388336,17.973167,48.774067,19.890913,57.767567,17.51569,54.65919,13.363712,757.1521,91.24391,7.6238604,43.47206,11.967195,23.221788,23.266659
2016-05-29 03:10:00,44.64465,6.4944477,21.545443,48.264595,21.476156,46.832615,21.554752,48.184002,19.181429,52.189434,18.699064,54.713272,13.7091255,99.37866,17.972866,48.767284,19.890553,57.760185,17.515503,54.653328,13.360641,757.148,91.23718,7.625761,43.471844,11.96295,23.221903,23.266752
2016-05-29 03:20:00,44.650253,6.491877,21.544703,48.260338,21.474676,46.829605,21.554247,48.17997,19.180565,52.184113,18.698446,54.706364,13.70605,99.36914,17.972576,48.760635,19.890203,57.75295,17.515324,54.64757,13.357632,757.1439,91.23058,7.6276135,43.471615,11.95879,23.222013,23.266848
2016-05-29 03:30:00,44.655792,6.489351,21.543978,48.256165,21.473227,46.826656,21.553753,48.176014,19.179722,52.17888,18.697842,54.699604,13.703036,99.35974,17.972296,48.754116,19.889868,57.745853,17.515152,54.641922,13.354687,757.13983,91.22411,7.629421,43.471386,11.954715,23.222126,23.266943
2016-05-29 03:40:00,44.66116,6.486871,21.543268,48.252075,21.471806,46.823772,21.553272,48.17214,19.178902,52.173744,18.697254,54.692978,13.700082,99.35049,17.972027,48.747715,19.889547,57.738895,17.51499,54.636387,13.351796,757.13586,91.21777,7.631185,43.47115,11.950718,23.222239,23.267036
2016-05-29 03:50:00,44.666412,6.484439,21.542576,48.24807,21.470415,46.820946,21.552803,48.168335,19.178102,52.168705,18.69668,54.68649,13.697186,99.341385,17.971767,48.741436,19.889235,57.732075,17.514835,54.630955,13.348964,757.13196,91.211555,7.632905,43.470913,11.946795,23.22235,23.26713
2016-05-29 04:00:00,44.67153,6.4820504,21.541899,48.244144,21.469051,46.818176,21.552347,48.1646,19.177322,52.16376,18.69612,54.680138,13.694343,99.33239,17.971516,48.735275,19.888937,57.725388,17.514688,54.625618,13.346184,757.1282,91.20544,7.634585,43.470665,11.942954,23.22246,23.267225
2016-05-29 04:10:00,44.67656,6.4797096,21.541237,48.24029,21.467716,46.815464,21.551903,48.16094,19.176563,52.15891,18.695572,54.67392,13.691563,99.32356,17.971275,48.729237,19.888649,57.718834,17.514547,54.620388,13.343462,757.1244,91.19946,7.6362247,43.470417,11.939186,23.222569,23.267317
2016-05-29 04:20:00,44.681408,6.477411,21.540586,48.236523,21.46641,46.812805,21.55147,48.157352,19.175823,52.154144,18.695038,54.66783,13.688831,99.31485,17.97104,48.723305,19.888372,57.712406,17.514412,54.61526,13.340793,757.1206,91.19359,7.637826,43.470154,11.935495,23.222677,23.267412
2016-05-29 04:30:00,44.686207,6.4751554,21.539951,48.23283,21.465126,46.810204,21.551046,48.153835,19.175102,52.14947,18.694517,54.661865,13.686159,99.306274,17.970816,48.717495,19.888105,57.70611,17.514284,54.610233,13.338176,757.117,91.187836,7.639388,43.469887,11.931873,23.222786,23.267504
2016-05-29 04:40:00,44.6909,6.4729414,21.539333,48.22921,21.463873,46.80765,21.550634,48.15038,19.174398,52.144886,18.694008,54.65603,13.68354,99.29784,17.970598,48.7118,19.887848,57.69994,17.514162,54.60531,13.335612,757.1134,91.18219,7.6409125,43.469624,11.928322,23.222897,23.267595
2016-05-29 04:50:00,44.6954,6.47077,21.538727,48.22566,21.462645,46.805153,21.550232,48.146996,19.173714,52.140385,18.693512,54.650314,13.680969,99.289536,17.970388,48.70621,19.8876,57.693897,17.514046,54.600475,13.3331,757.10986,91.17666,7.6424003,43.469353,11.924844,23.223001,23.267689
2016-05-29 05:00:00,44.699833,6.468639,21.538132,48.222183,21.461441,46.802708,21.549839,48.143677,19.173044,52.13597,18.69303,54.64472,13.678454,99.28135,17.970186,48.700733,19.887362,57.687973,17.513933,54.595737,13.330635,757.10645,91.17123,7.643852,43.469086,11.921435,23.223108,23.26778
2016-05-29 05:10:00,44.704136,6.4665513,21.537552,48.21878,21.460262,46.800312,21.54946,48.140423,19.172394,52.13165,18.692556,54.63924,13.675987,99.2733,17.969992,48.69536,19.887133,57.682156,17.513828,54.591087,13.328221,757.1031,91.16591,7.6452703,43.46882,11.918095,23.223213,23.26787
2016-05-29 05:20:00,44.7084,6.464504,21.536983,48.215443,21.459106,46.797966,21.549088,48.13723,19.171759,52.127396,18.692095,54.633873,13.673572,99.26539,17.969803,48.690086,19.886911,57.676464,17.513727,54.586525,13.32586,757.09973,91.16069,7.6466537,43.468544,11.914817,23.223318,23.267962
2016-05-29 05:30:00,44.71254,6.462491,21.536428,48.212173,21.457975,46.79567,21.548725,48.134098,19.171139,52.12323,18.691645,54.62862,13.671203,99.2576,17.969622,48.68492,19.886698,57.670883,17.513632,54.58206,13.323539,757.09644,91.15557,7.6480045,43.46827,11.911609,23.223421,23.268051
2016-05-29 05:40:00,44.71663,6.460518,21.535885,48.208973,21.456867,46.79342,21.54837,48.131035,19.170536,52.119144,18.691204,54.623478,13.668883,99.24995,17.969446,48.67986,19.886492,57.66542,17.51354,54.57768,13.32127,757.0932,91.150566,7.649324,43.468,11.90846,23.223524,23.268139
2016-05-29 05:50:00,44.720512,6.458583,21.535353,48.205833,21.455784,46.79121,21.548025,48.128025,19.169947,52.115135,18.690777,54.618443,13.666606,99.242424,17.969276,48.674896,19.886293,57.660065,17.513454,54.573387,13.319045,757.09,91.145645,7.6506114,43.467728,11.905377,23.223625,23.268229
2016-05-29 06:00:00,44.724384,6.456685,21.534834,48.202755,21.454721,46.789055,21.547688,48.125076,19.169373,52.111206,18.690357,54.613514,13.664379,99.23503,17.969112,48.67002,19.886103,57.65482,17.51337,54.569176,13.316865,757.087,91.14082,7.651869,43.46745,11.902356,23.223726,23.268314
2016-05-29 06:10:00,44.728123,6.454824,21.534325,48.19975,21.45368,46.786938,21.54736,48.122185,19.168812,52.107353,18.689949,54.60869,13.662194,99.22775,17.968954,48.665253,19.885918,57.649673,17.51329,54.565052,13.314724,757.08386,91.1361,7.653097,43.46717,11.899395,23.223825,23.2684
2016-05-29 06:20:00,44.731792,6.4530015,21.533827,48.196793,21.452662,46.78487,21.547039,48.119354,19.168266,52.103577,18.68955,54.603966,13.660054,99.22059,17.968801,48.660576,19.885742,57.644634,17.513216,54.561,13.312632,757.08093,91.13146,7.654296,43.466892,11.896494,23.223923,23.268486
2016-05-29 06:30:00,44.735397,6.4512105,21.533339,48.19391,21.451664,46.78284,21.546728,48.116577,19.167734,52.09987,18.68916,54.599342,13.65796,99.21355,17.968655,48.655987,19.88557,57.639694,17.513145,54.557034,13.310581,757.07794,91.12692,7.655467,43.466618,11.893649,23.22402,23.26857
2016-05-29 06:40:00,44.73892,6.449457,21.532862,48.19107,21.450687,46.780853,21.546423,48.113853,19.167212,52.09623,18.688778,54.594807,13.655907,99.20663,17.968513,48.651493,19.885405,57.634857,17.513077,54.553146,13.308572,757.0751,91.122475,7.6566105,43.46634,11.890864,23.224115,23.268654
2016-05-29 06:50:00,44.74236,6.4477377,21.532398,48.188305,21.44973,46.778908,21.546125,48.111187,19.166706,52.092674,18.688406,54.590374,13.653892,99.19984,17.968376,48.647087,19.885246,57.630116,17.513012,54.54933,13.306603,757.0722,91.11812,7.6577287,43.46607,11.888135,23.22421,23.268736
2016-05-29 07:00:00,44.745743,6.4460506,21.53194,48.18558,21.448793,46.777004,21.545835,48.10857,19.16621,52.089176,18.688046,54.586033,13.65192,99.19317,17.968243,48.64277,19.885092,57.625473,17.512949,54.5456,13.304671,757.06946,91.11385,7.65882,43.465797,11.885461,23.224304,23.268818
2016-05-29 07:10:00,44.749012,6.444399,21.531496,48.182926,21.447876,46.77514,21.545553,48.10601,19.165728,52.08575,18.68769,54.581787,13.649989,99.18661,17.968113,48.638535,19.884945,57.620926,17.512892,54.541943,13.302781,757.0667,91.109665,7.6598873,43.465523,11.882842,23.224396,23.268898
2016-05-29 07:20:00,44.752228,6.44278,21.531061,48.18032,21.446976,46.773308,21.545277,48.103497,19.165257,52.082394,18.687344,54.577618,13.6481,99.18016,17.967989,48.634388,19.884802,57.616467,17.512836,54.538353,13.300931,757.064,91.10556,7.660928,43.46525,11.880276,23.224487,23.268978
2016-05-29 07:30:00,44.75538,6.4411907,21.530634,48.17777,21.446096,46.77152,21.545008,48.101032,19.164797,52.079105,18.687006,54.573547,13.646243,99.17382,17.967869,48.630325,19.884665,57.6121,17.512783,54.534832,13.299118,757.0614,91.10155,7.6619444,43.46498,11.877757,23.224577,23.269056
2016-05-29 07:40:00,44.758465,6.4396324,21.530216,48.175262,21.445236,46.769768,21.544744,48.09862,19.164349,52.075874,18.686676,54.56956,13.644431,99.1676,17.967754,48.626335,19.884531,57.607822,17.512733,54.531387,13.29734,757.05884,91.09761,7.662938,43.464706,11.875297,23.224665,23.269135
2016-05-29 07:50:00,44.761486,6.4381075,21.529808,48.172817,21.444391,46.768055,21.544487,48.096252,19.163912,52.072712,18.686354,54.56566,13.642653,99.1615,17.967644,48.622437,19.884403,57.603638,17.512686,54.528008,13.2956,757.05634,91.09374,7.6639094,43.464447,11.872884,23.224752,23.26921
2016-05-29 08:00:00,44.764378,6.4366136,21.52941,48.17042,21.443567,46.766376,21.544237,48.093937,19.163485,52.069614,18.686039,54.56184,13.640909,99.155495,17.967535,48.61861,19.88428,57.599525,17.51264,54.5247,13.293895,757.05383,91.089966,7.6648574,43.464184,11.870518,23.224838,23.269287
2016-05-29 08:10:00,44.767227,6.4351482,21.529016,48.168068,21.442759,46.764732,21.543995,48.091667,19.163067,52.06657,18.68573,54.558094,13.639204,99.149605,17.96743,48.61486,19.884161,57.595505,17.512596,54.521458,13.292228,757.0514,91.08625,7.665784,43.46392,11.868199,23.224924,23.269361
2016-05-29 08:20:00,44.77002,6.4337096,21.528635,48.165768,21.441965,46.76312,21.543756,48.089447,19.16266,52.06359,18.68543,54.554436,13.637533,99.14382,17.967329,48.611187,19.884045,57.591564,17.512556,54.518284,13.290589,757.049,91.0826,7.6666884,43.463654,11.865929,23.225008,23.269434
2016-05-29 08:30:00,44.772736,6.4322953,21.528263,48.163517,21.441189,46.761543,21.543522,48.08726,19.162264,52.06067,18.685137,54.55085,13.635893,99.138145,17.967232,48.607586,19.883934,57.587708,17.512518,54.515167,13.288985,757.04663,91.079056,7.667572,43.463394,11.863708,23.22509,23.269508
2016-05-29 08:40:00,44.775414,6.430912,21.527895,48.161304,21.44043,46.76,21.543295,48.085125,19.161877,52.057808,18.684849,54.547337,13.634292,99.13259,17.967136,48.604053,19.883827,57.58393,17.512482,54.51212,13.2874155,757.0443,91.07557,7.6684365,43.46314,11.861526,23.225172,23.26958
2016-05-29 08:50:00,44.777973,6.4295573,21.527538,48.15914,21.439686,46.75848,21.543072,48.08303,19.161495,52.055,18.684568,54.543896,13.632715,99.1271,17.967043,48.6006,19.883724,57.58023,17.512445,54.509132,13.285875,757.0421,91.07215,7.669279,43.462883,11.859389,23.225252,23.269651
2016-05-29 09:00:00,44.78055,6.4282312,21.527185,48.157017,21.43896,46.757,21.542856,48.080986,19.161127,52.05225,18.684294,54.54053,13.631176,99.12172,17.966955,48.597206,19.883623,57.5766,17.512413,54.506207,13.2843685,757.0399,91.06881,7.670104,43.46263,11.857298,23.225332,23.26972
2016-05-29 09:10:00,44.783005,6.4269295,21.526846,48.154945,21.438246,46.75555,21.542645,48.078976,19.160765,52.04956,18.684027,54.537243,13.629669,99.11645,17.96687,48.59389,19.883526,57.573048,17.512383,54.50333,13.282892,757.0377,91.06552,7.670911,43.462383,11.85525,23.22541,23.26979
2016-05-29 09:20:00,44.78545,6.4256573,21.526508,48.15292,21.437546,46.75413,21.542439,48.077003,19.160414,52.04691,18.683765,54.534023,13.628191,99.11128,17.966787,48.59064,19.883434,57.56957,17.51235,54.50052,13.281446,757.0356,91.0623,7.6716986,43.462135,11.853243,23.225487,23.269857
2016-05-29 09:30:00,44.787804,6.4244075,21.526182,48.150925,21.436863,46.75274,21.542236,48.075073,19.16007,52.04433,18.68351,54.53086,13.626745,99.10619,17.966705,48.587456,19.883343,57.56616,17.512321,54.49777,13.280032,757.0335,91.05915,7.6724677,43.461887,11.85128,23.225563,23.269924
2016-05-29 09:40:00,44.790142,6.423184,21.525862,48.148975,21.436193,46.751377,21.54204,48.07319,19.159733,52.04179,18.68326,54.527767,13.625328,99.10122,17.966629,48.58433,19.883255,57.56282,17.512295,54.495064,13.2786455,757.0315,91.05607,7.6732187,43.46165,11.849355,23.225637,23.26999
2016-05-29 09:50:00,44.79241,6.421986,21.525545,48.14707,21.435537,46.750042,21.541847,48.07133,19.159405,52.039303,18.683016,54.524742,13.62394,99.09634,17.966553,48.581276,19.883171,57.559547,17.51227,54.49242,13.277287,757.0294,91.053055,7.673955,43.46142,11.8474655,23.22571,23.270054
2016-05-29 10:00:00,44.79466,6.4208117,21.525238,48.145195,21.434896,46.748737,21.541658,48.06952,19.159084,52.036865,18.682777,54.521782,13.622579,99.091545,17.96648,48.578278,19.88309,57.55635,17.512245,54.48983,13.275952,757.02747,91.05009,7.674673,43.461178,11.845619,23.22578,23.270119
2016-05-29 10:10:00,44.796814,6.419658,21.524937,48.143368,21.434265,46.74746,21.541475,48.06774,19.158772,52.03449,18.682545,54.518887,13.621248,99.086845,17.96641,48.575336,19.88301,57.553215,17.512222,54.487293,13.274651,757.0256,91.04719,7.675375,43.460945,11.843811,23.225853,23.270182
2016-05-29 10:20:00,44.798958,6.418533,21.524645,48.14158,21.433653,46.74621,21.541296,48.066,19.158466,52.032143,18.682318,54.516052,13.619944,99.08222,17.966341,48.572464,19.882935,57.550144,17.512201,54.484806,13.273372,757.0237,91.04436,7.6760626,43.460716,11.842041,23.225924,23.270243
2016-05-29 10:30:00,44.801025,6.417427,21.524357,48.139824,21.43305,46.744984,21.54112,48.064293,19.158169,52.029858,18.682095,54.513268,13.618668,99.0777,17.966274,48.56965,19.882862,57.547134,17.51218,54.482376,13.27212,757.0218,91.041565,7.676733,43.460487,11.840305,23.225992,23.270304
2016-05-29 10:40:00,44.803085,6.4163446,21.524075,48.138103,21.43246,46.743786,21.54095,48.062626,19.157877,52.02761,18.681877,54.51055,13.617415,99.07324,17.96621,48.56689,19.88279,57.54419,17.512161,54.479984,13.270901,757.01996,91.03885,7.6773887,43.460266,11.838606,23.226059,23.270365
2016-05-29 10:50:00,44.80503,6.4152856,21.5238,48.13642,21.431883,46.74261,21.540783,48.06099,19.157593,52.02541,18.681665,54.507885,13.616191,99.068855,17.966148,48.564186,19.882723,57.5413,17.512144,54.477654,13.2697,757.0182,91.03617,7.6780295,43.46004,11.836941,23.226126,23.270422
2016-05-29 11:00:00,44.807007,6.414244,21.52353,48.134773,21.431316,46.741455,21.54062,48.059387,19.157314,52.02326,18.681458,54.50528,13.614991,99.064575,17.966087,48.56154,19.882656,57.538475,17.512127,54.47536,13.268528,757.0165,91.033554,7.6786556,43.45982,11.83531,23.22619,23.270481
